fnde_raw;ipea_raw;check
biscoitode;biscoito;1
pouca;polpa;0
pouca;rosca;0
amendoins;amendoim;1
bisto;risoto;0
ricota;risoto;0
a;pao;0
a;pe;0
a;uva;0
sua;fuba;0
sua;lula;0
sua;soja;0
sua;sopa;0
sua;suco;0
sua;uva;0
coen;coco;0
iame;cafe;0
iame;inhame;1
sagu;caju;0
tanja;banha;0
tanja;caja;0
tanja;cana;0
tanja;mana;0
tanja;manga;0
tanja;taia;0
magas;maca;0
magas;mamao;0
magas;mana;0
magas;manga;0
magas;massa;0
xero;nego;0
xero;pera;0
xero;xerem;0
hortali+as;hortalica;1
vs;aves;0
vs;ovo;0
vs;pe;0
vs;uva;0
seboliha;cebolinha;1
moraga;morango;0
coveada;cocada;0
tang;cana;0
tang;mana;0
tang;manga;0
tang;taia;0
ma;lima;0
ma;maca;0
ma;mana;0
ma;mel;0
ma;mix;0
ma;pao;0
ma;pe;0
ma;roma;0
ma;uva;0
tempverd;tempero;1
pene;peixe;0
pene;pe;0
pene;pera;0
pene;peta;0
pimenentao;pimentao;1
costela;hortela;0
repolhoid;repolho;1
mangaid;manga;1
mangaid;mangaba;0
mangaid;mangalo;0
coentroao;coentro;1
misto;milho;0
misto;risoto;0
coentroid;coentro;1
rxx;mix;0
jamelao;melao;0
quinoa;suino;0
vos;aves;0
vos;ovo;0
aboborara;abobora;1
kit;kiwi;0
kit;mix;0
sardinha;farinha;0
sardinha;salsinha;0
porco;coco;0
porco;polvo;0
aboboraad;abobora;1
abacatekg;abacate;1
ruculakg;rucula;1
tomatekg;tomate;1
cenourakg;cenoura;1
beterrabakg;beterraba;1
salsinhakg;salsinha;1
limaokg;limao;1
almeiraokg;almeirao;1
uvakg;uva;1
uvakg;uvaia;0
alfacekg;alface;1
pepinokg;pepino;1
pimentaokg;pimentao;1
goiabakg;goiaba;1
acelgakg;acelga;1
couveflorkg;couveflor;1
berinjelakg;berinjela;1
vagemkg;vagem;1
morangokg;morango;1
melanciakg;melancia;1
brocoliskg;brocolis;1
cucas;acucar;0
cucas;cacau;0
cucas;sucos;0
quiabokg;quiabo;1
id;mix;0
id;pe;0
chipa;chicha;0
n;pe;0
arrozao;arroz;1
moela;mel;0
moela;melao;0
pimemeta;pimenta;1
berijenla;berinjela;1
palpo;alho;0
palpo;caldo;0
palpo;pao;0
palpo;polpa;1
palpo;polvo;0
